year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2010,Ford,Fusion Hybrid,Base,Sedan,automatic,3fadp0l3xar340623,ca,31,71555,gray,black,remarketing by ge/schools first fcu,10500,10500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2010,Jeep,Compass,Sport,SUV,automatic,1j4nt4fb5ad505078,ca,39,77970,orange,black,jpmorgan chase bank n.a.,6850,8900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Ford,Focus,SE,Sedan,automatic,1fahp3fn9aw264406,ca,19,57155,green,tan,jpmorgan chase bank n.a.,6925,6100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ftsw2br6aea04332,ca,39,75647,white,beige,aaero sweet company,30200,32000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2010,Ford,Escape,XLS,SUV,automatic,1fmcu0c73aka71284,ca,35,83364,black,tan,ford motor credit company llc,7400,8200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Ford,E-Series Wagon,E-350 Super Duty XL,Van,automatic,1fbss3blxada87593,ca,34,125433,silver,gray,tech one racing,10750,10500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Volvo,XC90,3.2 R-Design,SUV,automatic,yv4982cf8a1557503,ca,43,47650,white,black,volvo na lemon law/world omni,20200,16000,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
2010,Ford,Mustang,V6,Convertible,automatic,1zvbp8en2a5151768,ca,34,56296,red,tan,high bid trading co inc,10750,11400,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Toyota,Corolla,LE,Sedan,automatic,1nxbu4ee0az336682,ca,36,39958,gold,tan,exeter finance corp,8725,10500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2010,Volkswagen,Golf,2.5L PZEV,Hatchback,automatic,wvwbb7aj8aw119528,ca,48,72408,white,black,power drive inc,7225,9400,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Honda,Accord,EX,Sedan,automatic,1hgcp2f73aa191256,ca,37,55424,black,beige,exeter finance corp,11200,12500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Ford,Escape,XLT,SUV,automatic,1fmcu0dg4akd11795,ca,43,51837,gray,black,us bank,9875,11000,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2010,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1cv6afb77382,ca,19,19591,blue,beige,us bank,20200,11000,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2009,Audi,A3,2.0T quattro,Wagon,automatic,waukf78px9a124993,ca,28,78254,black,black,high bid trading co inc,11800,14250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Kia,Soul,!,Wagon,,kndjt2a20a7188597,ca,27,81113,green,black,primeritus remarketing/bank of hawaii,7750,7600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Mustang,V6,Convertible,automatic,1zvbp8en2a5166870,ca,19,99133,white,brown,tycon enterprises,8975,8600,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2010,GMC,Terrain,SLE-1,SUV,automatic,2ctalbew1a6367197,ca,44,43653,white,black,wells fargo dealer services,12600,15100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Nissan,370Z,Base,Convertible,manual,jn1az4fh1am303039,ca,39,71287,red,black,century dealer services corp,15950,17500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Honda,Accord Crosstour,EX-L,Hatchback,automatic,5j6tf1h5xal006383,ca,45,29870,white,black,american road leasing inc,15000,16750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Ford,F-150,Harley-Davidson,SuperCrew,automatic,1ftfw1ev5afc17920,ca,49,22200,black,black,richard j bartlett jr enterprises,30100,34250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Volkswagen,CC,Sport,Sedan,automatic,wvwml9an2ae503573,ca,2,130668,—,beige,vw credit,6775,4600,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2010,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap9al709935,ca,2,94622,red,gray,wells fargo dealer services,5250,5500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu4ad2au122492,ca,42,33039,silver,gray,star ford lincoln,7725,8500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Accord,LX,Sedan,automatic,1hgcp2f36aa052607,ca,32,39673,blue,gray,ahfc/honda lease trust/hvt  inc.,10400,11700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mazda,Mazda3,i Touring,Sedan,automatic,jm1bl1sg0a1141064,ca,33,85861,gray,black,jpmorgan chase bank n.a.,6300,8250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Highlander,Base,SUV,automatic,5tdza3eh4as002997,ca,39,91308,black,gray,exeter finance corp,12800,13400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Ford,Focus,SE,Sedan,automatic,1fahp3fn6aw272088,ca,19,106781,white,gray,jpmorgan chase bank n.a.,5050,900,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2010,Toyota,Prius,III,Hatchback,automatic,jtdkn3du7a0135437,ca,19,113815,silver,gray,california fleet inc,10550,10400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Honda,Civic,DX-VP,Sedan,automatic,19xfa1f32ae056853,ca,39,69743,silver,gray,ahfc/honda lease trust/hvt  inc.,8125,9800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Volvo,XC70,3.2,Wagon,automatic,yv4982bz8a1090207,ca,37,58477,black,beige,smith volvo inc,17100,18000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Honda,CR-V,EX-L,SUV,automatic,jhlre3h75ac004737,ca,4,47337,gray,black,remarketing by ge/chase lease remarketing co,14850,16000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Corolla,LE,Sedan,automatic,1nxbu4ee7az299453,ca,34,53075,silver,gray,jpmorgan chase bank n.a.,8425,10400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Honda,Odyssey,LX,Minivan,automatic,5fnrl3h29ab037556,ca,28,62522,gray,gray,aaero sweet company,10750,13000,Wed Jan 07 2015 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,automatic,wdcgg8hb3af319111,ca,,109622,gray,—,autobahn motors,14350,13000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Journey,SE,SUV,automatic,3d4pg4fb8at117696,ca,36,65963,black,black,jpmorgan chase bank n.a.,8500,8800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7bb6aa292666,ca,34,81926,black,black,southwest auto inc,31200,31000,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2010,Ford,Edge,Limited,SUV,automatic,2fmdk3kc8aba01848,ca,45,85379,silver,black,exeter finance corp,12850,14300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Honda,Civic,LX,Sedan,automatic,2hgfa1f52ah501275,ca,28,96183,silver,gray,ahfc/honda lease trust/hvt  inc.,7400,8400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Infiniti,QX56,Base,SUV,automatic,5n3za0ncxan907725,ca,49,62838,white,tan,aaero sweet company,27900,28250,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2010,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1sg6a1330205,ca,19,55628,black,black,jpmorgan chase bank n.a.,7975,7000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Corolla,S,Sedan,automatic,1nxbu4ee6az309342,ca,36,43285,white,black,tustin community bank,9425,11000,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2010,Honda,Civic,LX,Sedan,automatic,2hgfa1f50ah330770,ca,36,81054,gray,gray,santander consumer,7950,9500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Nissan,Versa,1.8 S,Sedan,,3n1bc1ap4al381554,ca,27,55630,blue,black,santander consumer,6325,6800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Volvo,XC60,T6 R-Design,SUV,automatic,yv4992dz5a2031104,ca,31,67725,blue,beige,bob baker jeep,18350,15500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Dodge,Journey,SXT,SUV,automatic,3d4pg5fv4at112169,ca,28,124914,silver,black,the car exchange,5375,6100,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7bb4aa336308,ca,37,45188,silver,black,i auto sales inc,35800,36000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Kia,Optima,LX,Sedan,automatic,knagg4a80a5372641,ca,26,57354,black,gray,tycon enterprises,6825,7250,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb5gb6aa617403,ca,42,57938,green,beige,walters auto sales/service inc,21500,21750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Kia,Soul,!,Wagon,automatic,kndjt2a20a7702464,ca,21,99273,white,black,first investors servicing corp,6800,7300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Transit Connect,Cargo Van XLT,Minivan,automatic,nm0ls7dn8at021570,ca,3,95910,white,gray,donlen corporation,8725,7000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2010,Subaru,Impreza,2.5i,Hatchback,automatic,jf1gh6a68ah809882,ca,34,48391,charcoal,black,tycon enterprises,11250,10750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d42aa317589,ca,35,35561,white,tan,land rover north america llc,35600,28500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d49aa327049,ca,,60000,brown,—,land rover redwood city,34300,32250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,GLK-Class,GLK350,SUV,automatic,wdcgg5gb8af410648,ca,31,77517,silver,black,skyhigh remarketing inc,16850,16500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Honda,Accord,LX,Sedan,automatic,1hgcp2f34aa011232,ca,21,113560,—,black,i auto sales inc,7900,6900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be7aa613510,ca,39,54812,black,black,hoehn motors inc,27000,26750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Civic,EX,Coupe,automatic,2hgfg1b82ah523663,ca,45,99975,gray,gray,lbs financial credit union,7025,8900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Camry,XLE,Sedan,automatic,4t1bf3ek0au522099,ca,29,92671,black,gray,high bid trading co inc,9800,9800,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Land Rover,LR2,HSE,SUV,automatic,salft2bn5ah204665,ca,42,58341,black,black,century dealer services corp,15350,17500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Ford,Edge,SE,SUV,,2fmdk3gc1abb58999,ca,,92070,silver,—,audi concord,9625,7300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Camry,Base,Sedan,automatic,4t1bf3ek0au563610,ca,19,88599,white,black,tdaf remarketing,8800,8000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4pr4gk9ac163002,ca,35,61334,silver,black,merchants automotive group,12900,13200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Journey,SXT,SUV,automatic,3d4pg5fv3at181998,ca,34,73745,black,gray,remarketing by ge/flagship credit acceptance,8900,8600,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2010,Mitsubishi,Lancer Sportback,GTS,Hatchback,automatic,ja32x8hw7au016393,ca,19,95457,blue,black,navy fcu,6775,4000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Hyundai,Accent,Blue,Hatchback,manual,kmhcm3ac9au176983,ca,2,52373,white,gray,lincoln financial services,3575,3600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Kia,Sportage,LX,SUV,automatic,kndkgca30a7699427,ca,28,93899,white,beige,remarketing by ge/golden 1 credit union,7650,7100,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2010,Infiniti,QX56,Base,SUV,automatic,5n3za0ndxan900833,ca,39,72694,white,gray,century dealer services corp,24000,25750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Toyota,Venza,Base,Wagon,automatic,4t3za3bb5au037255,ca,1,72930,blue,tan,toyota financial services,13550,4500,Wed Feb 04 2015 05:30:00 GMT-0800 (PST)
2010,Land Rover,LR2,HSE,SUV,automatic,salfr2bn6ah208058,ca,29,47273,white,beige,jaguar land rover thousand oaks,16400,15750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Tundra,Tundra Grade,CrewMax Cab,automatic,5tfem5f13ax001448,ca,27,116604,gray,gray,exeter finance corp,14300,14600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,S-Class,S63 AMG,Sedan,automatic,wddng7hb8aa313413,ca,29,45527,silver,black,caseys cars inc,48200,43000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Focus,S,Sedan,automatic,1fahp3en0aw280219,ca,28,97238,white,gray,santander consumer,4400,5100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Ford,F-150,XLT,SuperCab,automatic,1ftex1c81afd12139,ca,1,141217,silver,beige,tradewinds remarketing,9750,9350,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2010,Honda,Civic,DX-VP,Sedan,automatic,19xfa1f36ae009695,ca,27,65214,blue,gray,jpmorgan chase bank n.a.,8250,8800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Infiniti,G37 Convertible,Base,G37 Convertible,automatic,jn1cv6fe8am355371,ca,39,58266,white,beige,nissan infiniti lt,18450,21000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa51e99c829319,ca,2,54197,black,black,jpmorgan chase bank n.a.,12100,10700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Hyundai,Sonata,GLS,Sedan,automatic,5npet46c39h569592,ca,23,126592,black,gray,cig financial,4025,2700,Wed Jan 14 2015 07:00:00 GMT-0800 (PST)
2009,smart,fortwo,BRABUS coupe,Hatchback,automatic,wmeej31x19k241827,ca,23,36244,red,red,remarketing by ge/nextgear capital,5300,3500,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2009,Pontiac,G5,Base,Coupe,automatic,1g2as18h297168908,ca,26,123631,gray,black,california fleet inc,3275,3600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Volkswagen,GTI,Base,Hatchback,automatic,wvwhv71k09w122719,ca,44,76639,black,gray,lucky imports,8700,11300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,GMC,Yukon XL,Denali,SUV,automatic,1gkfk06289r161836,ca,3,103138,black,black,remarketing by ge/manheim riverside,20100,17000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,RAV4,Base,SUV,automatic,jtmzf33v19d002683,ca,21,193409,white,gray,ars/executive car leasing co,7725,7800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Cadillac,Escalade Hybrid,Base,SUV,automatic,1gyfc43579r119473,ca,31,64944,black,beige,high bid trading co inc,25200,28000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw12v39kc63614,ca,45,105312,white,beige,hoehn motors inc,16850,17300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Camry,Base,Sedan,automatic,4t4be46k89r096932,ca,19,134995,gray,silver,gm financial,6800,7000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Versa,1.8 SL,Hatchback,automatic,3n1bc13e39l418357,ca,19,59665,blue,beige,santander consumer,5850,4500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Mazda,Mazda6,i SV,Sedan,automatic,1yvhp81a395m06675,ca,34,92488,blue,gray,a l financial corporation,6225,7400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnfc33j89r280404,ca,38,156406,black,black,california fleet inc,13950,14250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Audi,A4,2.0T Premium quattro,Sedan,automatic,wausf78k79a095778,ca,29,59602,silver,black,first investors servicing corp,14350,16000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,GL-Class,GL550,SUV,automatic,4jgbf86e89a494412,ca,39,73291,black,beige,high bid trading co inc,25400,24500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Ford,Ranger,XL,Regular Cab,automatic,1ftyr10d69pa20341,ca,2,312235,white,gray,o'reilly auto parts,3050,2000,Wed Feb 11 2015 16:00:00 GMT-0800 (PST)
2009,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gchk43k69f151730,ca,36,38822,white,gray,enterprise fleet management exchange  inc.,22200,20000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,GL-Class,GL450,SUV,automatic,4jgbf71e59a458498,ca,47,51714,black,black,high bid trading co inc,26300,27750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Dodge,Journey,SE,SUV,automatic,3d4gg47b09t530478,ca,28,104123,black,black,repo remarketing/visterra credit union,5450,5000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gchk43k29f151885,ca,29,39498,white,gray,enterprise fleet management exchange  inc.,22100,21000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,Base,Sedan,automatic,1nxbu40e79z135798,ca,31,79618,silver,gray,jpmorgan chase bank n.a.,6625,8200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Mazda,CX-9,Grand Touring,SUV,automatic,jm3tb28v690180060,ca,31,140689,white,gray,northwest import sales,6775,8000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Dodge,Journey,SXT,SUV,automatic,3d4gg57v79t549934,ca,21,147998,gray,beige,jpmorgan chase bank n.a.,4250,4300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Ford,Escape,XLT,SUV,automatic,1fmcu03789kc85036,ca,42,106874,silver,tan,wheels exchange llc,7575,7000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Ford,Focus,SEL,Sedan,automatic,1fahp37n59w183056,ca,35,96588,silver,black,santander consumer,5600,7300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Avalanche,LT1,Crew Cab,automatic,3gnec22099g252089,ca,21,74387,blue,black,gm financial,18200,16500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,3 Series,328i,Sedan,automatic,wbaph57599nm34386,ca,34,86571,gray,black,bmw of murrieta,10950,11500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Mitsubishi,Lancer,ES-Sport,Sedan,manual,ja3au26u09u002513,ca,23,118427,gray,black,california republic bank,4625,6000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa51e39c820566,ca,,63858,gray,black,honda of escondido,11800,12000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Honda,Accord,LX-P,Sedan,automatic,1hgcp26469a198140,ca,26,133309,gray,black,ahfc/honda lease trust/hvt  inc.,6475,7800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Honda,Accord,LX,Sedan,automatic,1hgcp26339a076570,ca,,23105,black,—,apexcars net,10350,12700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb86e29a465998,ca,27,71108,silver,black,dublin honda,18700,18500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Jaguar,XF,Premium Luxury,Sedan,automatic,sajwa06b39hr08782,ca,35,100856,green,beige,billion dodge chrysler jeep,13000,13250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2009,BMW,5 Series,528i xDrive,Sedan,automatic,wbanv13559c154975,ca,44,41128,black,off-white,financial services remarketing (lease),17100,17800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,BMW,X5,xDrive48i,SUV,automatic,5uxfe83559l170334,ca,28,79957,black,black,remarketing by ge/manheim california,19400,18750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Honda,CR-V,EX,SUV,automatic,jhlre48549c001036,ca,37,90637,white,gray,livermore toyota and livermore scion,11650,11700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,3 Series,328i,Sedan,automatic,wbaph57569nl79279,ca,42,60755,white,gray,exeter finance corp,12400,14500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Honda,CR-V,EX-L,SUV,automatic,5j6re38759l029852,ca,19,84832,black,black,honda of hayward,12950,9000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,MINI,Cooper,S,Hatchback,automatic,wmwmf73599tw81834,ca,2,108096,gray,black,east bay bmw,5825,4600,Wed Dec 17 2014 15:10:00 GMT-0800 (PST)
2009,Cadillac,Escalade,Base,SUV,automatic,1gyfc53219r124437,ca,26,72247,blue,black,caseys cars inc,22600,25000,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2009,Mitsubishi,Lancer,DE,Sedan,automatic,ja3au16u69u042671,ca,35,51521,silver,black,jpmorgan chase bank n.a.,5025,7600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Cadillac,Escalade Hybrid,Base,SUV,automatic,1gyfc43509r123767,ca,28,170960,white,—,myrddin fleet services,15750,15000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2009,Honda,Accord,EX,Sedan,automatic,1hgcp26779a158269,ca,28,78127,gray,gray,wells fargo dealer services,9575,11000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Ford,Fusion,SEL,Sedan,automatic,3fahp08109r180756,ca,,56663,black,black,kearny pearson kia,9025,8500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,chevrolet,2500,slv 4x2 rg work truck,,automatic,1gbhc44k19e127776,ca,3,93884,white,black,tradewinds remarketing,10900,10600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,S,Sedan,automatic,1nxbu40e59z135329,ca,2,105473,red,black,exeter finance corp,7625,4400,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,SLK-Class,SLK350,Convertible,automatic,wdbwk58f29f192962,ca,35,97527,black,black,san diego sports cars,14200,14000,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2009,Jaguar,XF,Premium Luxury,Sedan,automatic,sajwa06b99hr16630,ca,36,58637,red,tan,hoehn motors inc,18000,18600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,Impala,SS,Sedan,automatic,2g1wd57c191152763,ca,19,101928,silver,black,jpmorgan chase bank n.a.,7300,5000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,Base,Sedan,,jtdbl40e099074272,ca,,100806,black,—,champion chrysler jeep dodge,6325,5700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Infiniti,QX56,Base,SUV,automatic,5n3aa08dx9n904112,ca,39,73176,black,black,california auto wholesale,21800,23200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Titan,LE,Crew Cab,automatic,1n6aa07fx9n304896,ca,,43819,black,—,r & r auto group inc,19450,18700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71x39a258628,ca,34,69781,white,brown,high bid trading co inc,26300,30250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,1nxbu40ex9z145063,ca,24,67321,silver,gray,h & h japanese auto sales llc,7500,7250,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2009,Honda,Pilot,Touring,SUV,automatic,5fnyf48879b049245,ca,,101408,gray,—,dublin honda,15600,15900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Audi,A4,2.0T Premium,Sedan,automatic,waujf78k49n065092,ca,1,91671,silver,black,vw credit,10050,7800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56x19b431206,ca,38,145017,gray,black,high bid trading co inc,11700,9250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Mitsubishi,Lancer,GTS,Sedan,manual,ja3au86w09u039923,ca,3,42211,black,black,prestige auto wholesale inc,8350,10800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Ford,Edge,Sport,SUV,automatic,2fmdk30c49bb05543,ca,,111399,red,black,bmw of monrovia,14150,9000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Volkswagen,Jetta,SportWagen S PZEV,Wagon,automatic,3vwmz71k99m296790,ca,19,66069,gray,black,high bid trading co inc,7400,8500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56x69b431430,ca,33,95620,blue,beige,exeter finance corp,13300,12300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zh57b59f210827,ca,27,127609,silver,gray,gm financial,4725,4500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb86e49a529958,ca,23,59751,black,black,high bid trading co inc,19500,19000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Chevrolet,HHR,LT,Wagon,automatic,3gnca53v99s605842,ca,38,139959,silver,gray,valley kia,3300,3600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Impala,LT,Sedan,automatic,2g1wt57n391263481,ca,41,110430,silver,black,santander consumer,5100,6000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Nissan,Versa,1.8 SL,Sedan,automatic,3n1bc11e59l362120,ca,,115429,blue,black,quality acceptance,3825,2000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2009,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdzk22c59s225903,ca,,93903,white,—,apexcars net,10550,12000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
